"date","PX_LAST","PE_RATIO","PX_TO_BOOK_RATIO","PX_TO_SALES_RATIO","FREE_CASH_FLOW_YIELD","EST_LTG_EPS_AGGTE","TOT_DEBT_TO_TOT_ASSET","EARN_YLD"
"1990-01-31"," 86.98","18.0511","2.7056","1.6449"," 4.24","0","29.53"," 5.5398"
"1990-02-01"," 86.85","17.9440","2.6904","1.6357"," 4.26","0","29.53"," 5.5729"
"1990-02-02"," 87.59","18.0601","2.7104","1.6478"," 4.23","0","29.53"," 5.5371"
"1990-02-05"," 88.13","18.1683","2.7232","1.6556"," 4.21","0","29.53"," 5.5041"
"1990-02-06"," 86.78","17.8923","2.6851","1.6325"," 4.27","0","29.53"," 5.5890"
"1990-02-07"," 87.15","18.0273","2.6980","1.6402"," 4.25","0","29.53"," 5.5471"
"1990-02-08"," 86.43","17.9727","2.6812","1.6301"," 4.28","0","29.53"," 5.5640"
"1990-02-09"," 86.40","17.9034","2.6745","1.6260"," 4.29","0","29.53"," 5.5855"
"1990-02-12"," 85.54","17.7503","2.6482","1.6100"," 4.33","0","29.53"," 5.6337"
"1990-02-13"," 85.74","17.7931","2.6553","1.6143"," 4.32","0","29.53"," 5.6202"
"1990-02-14"," 86.22","17.8834","2.6714","1.6241"," 4.29","0","29.53"," 5.5918"
"1990-02-15"," 86.87","17.9843","2.6875","1.6339"," 4.27","0","29.53"," 5.5604"
"1990-02-16"," 85.65","17.7289","2.6470","1.6093"," 4.33","0","29.53"," 5.6405"
"1990-02-20"," 83.67","17.3861","2.5879","1.5733"," 4.43","0","29.53"," 5.7517"
"1990-02-21"," 83.28","17.2553","2.5719","1.5636"," 4.46","0","29.53"," 5.7953"
"1990-02-22"," 83.45","17.2299","2.5754","1.5658"," 4.45","0","29.53"," 5.8039"
"1990-02-23"," 83.37","17.1996","2.5730","1.5643"," 4.46","0","29.53"," 5.8141"
"1990-02-26"," 84.87","17.5374","2.6195","1.5926"," 4.38","0","29.53"," 5.7021"
"1990-02-27"," 85.80","17.7358","2.6452","1.6082"," 4.33","0","29.53"," 5.6383"
"1990-02-28"," 86.51","17.8585","2.6668","1.6213"," 4.30","0","29.53"," 5.5996"
"1990-03-01"," 87.15","17.9417","2.6811","1.6300"," 4.28","0","29.53"," 5.5736"
"1990-03-02"," 88.13","18.1191","2.7120","1.6488"," 4.23","0","29.53"," 5.5190"
"1990-03-05"," 87.77","18.0142","2.6986","1.6407"," 4.25","0","29.53"," 5.5512"
"1990-03-06"," 89.00","18.2931","2.7383","1.6648"," 4.19","0","29.53"," 5.4665"
"1990-03-07"," 88.24","18.2649","2.7178","1.6523"," 4.22","0","29.53"," 5.4750"
"1990-03-08"," 89.36","18.5345","2.7526","1.6735"," 4.16","0","29.53"," 5.3954"
"1990-03-09"," 88.73","18.3641","2.7317","1.6607"," 4.20","0","29.53"," 5.4454"
"1990-03-12"," 89.10","18.4201","2.7440","1.6683"," 4.18","0","29.53"," 5.4289"
"1990-03-13"," 88.46","18.2792","2.7219","1.6548"," 4.21","0","29.53"," 5.4707"
"1990-03-14"," 87.93","18.2013","2.7082","1.6465"," 4.23","0","29.53"," 5.4941"
"1990-03-15"," 88.32","18.2743","2.7210","1.6542"," 4.21","0","29.53"," 5.4722"
"1990-03-16"," 89.68","18.5968","2.7637","1.6802"," 4.15","0","29.53"," 5.3773"
"1990-03-19"," 90.14","18.6938","2.7794","1.6897"," 4.12","0","29.53"," 5.3494"
"1990-03-20"," 89.61","18.5507","2.7636","1.6802"," 4.15","0","29.53"," 5.3906"
"1990-03-21"," 89.24","18.4659","2.7523","1.6733"," 4.17","0","29.53"," 5.4154"
"1990-03-22"," 88.40","18.2795","2.7245","1.6564"," 4.21","0","29.53"," 5.4706"
"1990-03-23"," 89.07","18.4468","2.7442","1.6684"," 4.18","0","29.53"," 5.4210"
"1990-03-26"," 89.07","18.4798","2.7466","1.6698"," 4.17","0","29.53"," 5.4113"
"1990-03-27"," 90.66","18.8052","2.7950","1.6993"," 4.10","0","29.53"," 5.3177"
"1990-03-28"," 91.34","18.9275","2.8141","1.7108"," 4.07","0","29.53"," 5.2833"
"1990-03-29"," 91.09","18.8518","2.8034","1.7044"," 4.09","0","29.53"," 5.3045"
"1990-03-30"," 90.85","18.7516","2.7946","1.6992"," 4.10","0","29.53"," 5.3329"
"1990-04-02"," 90.51","18.6624","2.8181","1.6317"," 4.12","0","30.86"," 5.3584"
"1990-04-03"," 91.88","19.0114","2.8596","1.6558"," 4.06","0","30.86"," 5.2600"
"1990-04-04"," 90.74","18.7317","2.8239","1.6351"," 4.11","0","30.86"," 5.3385"
"1990-04-05"," 91.05","18.7762","2.8309","1.6391"," 4.10","0","30.86"," 5.3259"
"1990-04-06"," 91.02","18.7396","2.8286","1.6378"," 4.11","0","30.86"," 5.3363"
"1990-04-09"," 91.39","18.8039","2.8375","1.6430"," 4.09","0","30.86"," 5.3180"
"1990-04-10"," 91.61","18.8087","2.8385","1.6435"," 4.09","0","30.86"," 5.3167"
"1990-04-11"," 91.58","18.8249","2.8405","1.6447"," 4.09","0","30.86"," 5.3121"
"1990-04-12"," 92.00","18.9751","2.8609","1.6565"," 4.06","0","30.86"," 5.2701"
"1990-04-16"," 92.29","19.0792","2.8734","1.6637"," 4.04","0","30.86"," 5.2413"
"1990-04-17"," 92.10","19.0635","2.8703","1.6619"," 4.05","0","30.86"," 5.2456"
"1990-04-18"," 90.35","18.6534","2.8152","1.6300"," 4.13","0","30.86"," 5.3610"
"1990-04-19"," 89.63","18.5386","2.7948","1.6183"," 4.16","0","30.86"," 5.3941"
"1990-04-20"," 88.57","18.4161","2.7672","1.6022"," 4.20","0","30.86"," 5.4300"
"1990-04-23"," 87.45","18.1544","2.7307","1.5811"," 4.25","0","30.86"," 5.5083"
"1990-04-24"," 87.08","18.0520","2.7180","1.5737"," 4.27","0","30.86"," 5.5395"
"1990-04-25"," 87.59","18.1384","2.7321","1.5819"," 4.25","0","30.86"," 5.5132"
"1990-04-26"," 87.84","18.2058","2.7410","1.5871"," 4.24","0","30.86"," 5.4928"
"1990-04-27"," 86.88","17.9896","2.7092","1.5687"," 4.29","0","30.86"," 5.5588"
"1990-04-30"," 87.53","18.0842","2.7269","1.5789"," 4.26","0","30.86"," 5.5297"
"1990-05-01"," 87.98","18.2117","2.7438","1.5887"," 4.23","0","30.86"," 5.4910"
"1990-05-02"," 88.01","19.7100","2.9593","1.6824"," 3.96","0","30.30"," 5.0736"
"1990-05-03"," 88.36","20.7752","3.0895","1.7564"," 3.80","0","30.30"," 4.8134"
"1990-05-04"," 89.38","21.0612","3.1296","1.7792"," 3.75","0","30.30"," 4.7481"
"1990-05-07"," 89.68","21.1503","3.1407","1.7855"," 3.73","0","30.30"," 4.7281"
"1990-05-08"," 90.33","21.2631","3.1592","1.7960"," 3.71","0","30.30"," 4.7030"
"1990-05-09"," 90.77","21.3101","3.1688","1.8015"," 3.70","0","30.30"," 4.6926"
"1990-05-10"," 91.07","21.3956","3.1818","1.8089"," 3.69","0","30.30"," 4.6739"
"1990-05-11"," 93.66","21.9929","3.2745","1.8616"," 3.58","0","30.30"," 4.5469"
"1990-05-14"," 94.82","22.2910","3.3169","1.8857"," 3.54","0","30.30"," 4.4861"
"1990-05-15"," 94.03","22.0530","3.2875","1.8690"," 3.57","0","30.30"," 4.5345"
"1990-05-16"," 94.69","22.2150","3.3128","1.8833"," 3.54","0","30.30"," 4.5015"
"1990-05-17"," 94.66","22.2067","3.3122","1.8830"," 3.54","0","30.30"," 4.5031"
"1990-05-18"," 94.91","22.3596","3.3243","1.8899"," 3.53","0","30.30"," 4.4724"
"1990-05-21"," 95.32","22.4391","3.3339","1.8954"," 3.52","0","30.30"," 4.4565"
"1990-05-22"," 94.98","22.3542","3.3254","1.8905"," 3.53","0","30.30"," 4.4734"
"1990-05-23"," 95.07","22.3664","3.3251","1.8904"," 3.53","0","30.30"," 4.4710"
"1990-05-24"," 94.23","22.1373","3.2958","1.8737"," 3.56","0","30.30"," 4.5173"
"1990-05-25"," 92.84","21.7524","3.2447","1.8446"," 3.61","0","30.30"," 4.5972"
"1990-05-29"," 94.65","22.1702","3.3064","1.8797"," 3.55","0","30.30"," 4.5106"
"1990-05-30"," 94.89","22.2311","3.3101","1.8818"," 3.54","0","30.30"," 4.4982"
"1990-05-31"," 95.02","19.6719","2.9587","1.7131"," 3.93","0","30.86"," 5.0834"
"1990-06-01"," 95.34","19.7307","2.9681","1.7186"," 3.91","0","30.86"," 5.0682"
"1990-06-04"," 96.00","19.8826","2.9956","1.7345"," 3.88","0","30.86"," 5.0295"
"1990-06-05"," 95.57","19.8063","2.9861","1.7290"," 3.89","0","30.86"," 5.0489"
"1990-06-06"," 95.19","19.6721","2.9707","1.7201"," 3.91","0","30.86"," 5.0833"
"1990-06-07"," 94.51","19.5626","2.9501","1.7081"," 3.94","0","30.86"," 5.1118"
"1990-06-08"," 93.35","19.3143","2.9103","1.6851"," 3.99","0","30.86"," 5.1775"
"1990-06-11"," 94.03","19.4135","2.9289","1.6959"," 3.97","0","30.86"," 5.1511"
"1990-06-12"," 95.05","19.7071","2.9666","1.7177"," 3.91","0","30.86"," 5.0743"
"1990-06-13"," 94.86","19.7360","2.9635","1.7159"," 3.92","0","30.86"," 5.0669"
"1990-06-14"," 93.13","19.4087","2.9158","1.6883"," 3.98","0","30.86"," 5.1523"
"1990-06-15"," 92.87","19.4310","2.9107","1.6853"," 3.99","0","30.86"," 5.1464"
"1990-06-18"," 91.27","19.0329","2.8548","1.6530"," 4.07","0","30.86"," 5.2541"
"1990-06-19"," 91.58","19.1068","2.8646","1.6586"," 4.05","0","30.86"," 5.2338"
"1990-06-20"," 92.26","19.2460","2.8876","1.6720"," 4.02","0","30.86"," 5.1959"
"1990-06-21"," 92.32","19.3273","2.8957","1.6767"," 4.01","0","30.86"," 5.1740"
"1990-06-22"," 90.05","18.8492","2.8253","1.6359"," 4.11","0","30.86"," 5.3053"
"1990-06-25"," 89.00","18.5389","2.7902","1.6156"," 4.16","0","30.86"," 5.3941"
"1990-06-26"," 89.27","18.6373","2.8033","1.6231"," 4.14","0","30.86"," 5.3656"
"1990-06-27"," 89.17","18.4916","2.7891","1.6149"," 4.16","0","30.86"," 5.4079"
"1990-06-28"," 88.97","18.3872","2.7769","1.6079"," 4.18","0","30.86"," 5.4386"
"1990-06-29"," 89.10","18.4628","2.7909","1.6118"," 4.16","0","30.85"," 5.4163"
"1990-07-02"," 89.78","18.7614","2.7901","1.5712"," 4.13","0","31.14"," 5.3301"
"1990-07-03"," 89.57","18.7041","2.7783","1.5645"," 4.14","0","31.14"," 5.3464"
"1990-07-05"," 87.77","18.2513","2.7168","1.5299"," 4.24","0","31.14"," 5.4791"
"1990-07-06"," 88.06","18.3085","2.7273","1.5358"," 4.22","0","31.14"," 5.4620"
"1990-07-09"," 87.98","18.3298","2.7266","1.5354"," 4.22","0","31.14"," 5.4556"
"1990-07-10"," 86.40","17.9872","2.6752","1.5065"," 4.30","0","31.14"," 5.5595"
"1990-07-11"," 85.82","17.8924","2.6591","1.4974"," 4.33","0","31.14"," 5.5890"
"1990-07-12"," 85.79","17.8136","2.6523","1.4936"," 4.34","0","31.14"," 5.6137"
"1990-07-13"," 86.46","17.8980","2.6674","1.5021"," 4.32","0","31.14"," 5.5872"
"1990-07-16"," 86.63","17.8814","2.6683","1.5026"," 4.31","0","31.14"," 5.5924"
"1990-07-17"," 84.84","17.6432","2.6345","1.4836"," 4.37","0","31.14"," 5.6679"
"1990-07-18"," 84.19","17.5466","2.6195","1.4751"," 4.39","0","31.14"," 5.6991"
"1990-07-19"," 84.94","17.7905","2.6464","1.4902"," 4.35","0","31.14"," 5.6210"
"1990-07-20"," 84.49","17.7473","2.6293","1.4806"," 4.38","0","31.14"," 5.6347"
"1990-07-23"," 83.58","17.5719","2.6027","1.4657"," 4.42","0","31.14"," 5.6909"
"1990-07-24"," 83.49","17.5846","2.6043","1.4666"," 4.42","0","31.14"," 5.6868"
"1990-07-25"," 83.62","17.6732","2.6136","1.4718"," 4.40","0","31.14"," 5.6583"
"1990-07-26"," 83.62","17.6720","2.6139","1.4720"," 4.40","0","31.14"," 5.6587"
"1990-07-27"," 83.04","17.5128","2.5930","1.4602"," 4.44","0","31.14"," 5.7101"
"1990-07-30"," 84.16","17.8056","2.6310","1.4816"," 4.37","0","31.14"," 5.6162"
"1990-07-31"," 85.30","17.9988","2.6670","1.5019"," 4.32","0","31.14"," 5.5559"
"1990-08-01"," 85.75","18.0780","2.6760","1.5069"," 4.30","0","31.14"," 5.5316"
"1990-08-02"," 85.11","17.9990","2.6581","1.4968"," 4.33","0","31.14"," 5.5559"
"1990-08-03"," 83.93","17.6646","2.6151","1.4726"," 4.40","0","31.14"," 5.6611"
"1990-08-06"," 81.00","17.0070","2.5202","1.4192"," 4.57","0","31.14"," 5.8799"
"1990-08-07"," 81.24","17.1932","2.5410","1.4309"," 4.53","0","31.14"," 5.8162"
"1990-08-08"," 82.40","17.2864","2.5673","1.4457"," 4.48","0","31.14"," 5.7849"
"1990-08-09"," 82.45","17.2649","2.5705","1.4475"," 4.48","0","31.14"," 5.7921"
"1990-08-10"," 81.35","17.0629","2.5375","1.4289"," 4.54","0","31.14"," 5.8607"
"1990-08-13"," 82.52","17.2374","2.5672","1.4457"," 4.48","0","31.14"," 5.8013"
"1990-08-14"," 82.39","17.2576","2.5652","1.4445"," 4.49","0","31.14"," 5.7946"
"1990-08-15"," 83.11","17.3584","2.5829","1.4545"," 4.46","0","31.14"," 5.7609"
"1990-08-16"," 81.03","16.8667","2.5118","1.4145"," 4.58","0","31.14"," 5.9289"
"1990-08-17"," 80.18","16.7315","2.4904","1.4024"," 4.62","0","31.14"," 5.9768"
"1990-08-20"," 80.62","16.8168","2.5051","1.4107"," 4.59","0","31.14"," 5.9464"
"1990-08-21"," 78.92","16.4899","2.4520","1.3808"," 4.69","0","31.14"," 6.0643"
"1990-08-22"," 77.03","16.0875","2.3895","1.3456"," 4.82","0","31.14"," 6.2160"
"1990-08-23"," 74.34","15.4358","2.3016","1.2961"," 5.00","0","31.14"," 6.4784"
"1990-08-24"," 74.66","15.5530","2.3129","1.3024"," 4.98","0","31.14"," 6.4296"
"1990-08-27"," 77.54","16.1707","2.4021","1.3527"," 4.79","0","31.14"," 6.1840"
"1990-08-28"," 75.91","15.8684","2.3535","1.3253"," 4.89","0","31.14"," 6.3018"
"1990-08-29"," 77.13","16.0234","2.3888","1.3452"," 4.82","0","31.14"," 6.2409"
"1990-08-30"," 75.62","15.7080","2.3395","1.3174"," 4.92","0","31.14"," 6.3662"
"1990-08-31"," 77.28","16.1216","2.3969","1.3498"," 4.80","0","31.14"," 6.2029"
"1990-09-04"," 77.02","16.0060","2.3898","1.3457"," 4.82","0","31.14"," 6.2476"
"1990-09-05"," 77.15","16.0428","2.3971","1.3499"," 4.80","0","31.14"," 6.2333"
"1990-09-06"," 75.87","15.7544","2.3543","1.3258"," 4.89","0","31.14"," 6.3474"
"1990-09-07"," 76.66","15.8650","2.3747","1.3373"," 4.85","0","31.14"," 6.3032"
"1990-09-10"," 75.91","15.7328","2.3492","1.3229"," 4.90","0","31.14"," 6.3562"
"1990-09-11"," 76.08","15.7828","2.3610","1.3296"," 4.88","0","31.14"," 6.3360"
"1990-09-12"," 76.65","15.8647","2.3789","1.3396"," 4.84","0","31.14"," 6.3033"
"1990-09-13"," 76.47","15.8021","2.3736","1.3366"," 4.85","0","31.14"," 6.3283"
"1990-09-14"," 77.01","15.9894","2.3928","1.3475"," 4.81","0","31.14"," 6.2541"
"1990-09-17"," 77.27","16.0481","2.4010","1.3521"," 4.79","0","31.14"," 6.2313"
"1990-09-18"," 78.16","16.2151","2.4303","1.3685"," 4.74","0","31.14"," 6.1671"
"1990-09-19"," 77.91","16.1219","2.4208","1.3632"," 4.75","0","31.14"," 6.2027"
"1990-09-20"," 77.47","16.0758","2.4114","1.3579"," 4.77","0","31.14"," 6.2205"
"1990-09-21"," 78.74","16.4068","2.4535","1.3816"," 4.69","0","31.14"," 6.0951"
"1990-09-24"," 77.34","16.0767","2.4063","1.3550"," 4.78","0","31.14"," 6.2202"
"1990-09-25"," 78.94","16.4197","2.4601","1.3854"," 4.68","0","31.14"," 6.0902"
"1990-09-26"," 78.81","16.3462","2.4506","1.3800"," 4.70","0","31.14"," 6.1176"
"1990-09-27"," 78.54","16.2526","2.4391","1.3735"," 4.72","0","31.14"," 6.1529"
"1990-09-28"," 79.98","16.4939","2.4762","1.3932"," 4.64","0","31.15"," 6.0628"
"1990-10-01"," 83.09","17.2576","2.5483","1.3929"," 4.48","0","32.71"," 5.7946"
"1990-10-02"," 82.96","17.2581","2.5438","1.3904"," 4.48","0","32.71"," 5.7944"
"1990-10-03"," 80.93","16.8786","2.4824","1.3568"," 4.59","0","32.71"," 5.9247"
"1990-10-04"," 81.63","17.0388","2.5035","1.3684"," 4.56","0","32.71"," 5.8690"
"1990-10-05"," 81.43","16.9856","2.4981","1.3654"," 4.57","0","32.71"," 5.8873"
"1990-10-08"," 82.74","17.2011","2.5375","1.3870"," 4.49","0","32.71"," 5.8136"
"1990-10-09"," 81.32","16.8536","2.4974","1.3650"," 4.57","0","32.71"," 5.9335"
"1990-10-10"," 79.59","16.4982","2.4428","1.3352"," 4.67","0","32.71"," 6.0613"
"1990-10-11"," 79.19","16.3949","2.4234","1.3246"," 4.71","0","32.71"," 6.0995"
"1990-10-12"," 81.36","16.8210","2.4882","1.3600"," 4.58","0","32.71"," 5.9449"
"1990-10-15"," 83.08","17.1521","2.5448","1.3910"," 4.48","0","32.71"," 5.8302"
"1990-10-16"," 81.35","16.8819","2.4926","1.3624"," 4.58","0","32.71"," 5.9235"
"1990-10-17"," 80.73","16.7489","2.4730","1.3517"," 4.61","0","32.71"," 5.9705"
"1990-10-18"," 81.71","16.9527","2.5029","1.3681"," 4.56","0","32.71"," 5.8988"
"1990-10-19"," 83.22","17.3956","2.5571","1.3976"," 4.46","0","32.71"," 5.7486"
"1990-10-22"," 83.68","17.5419","2.5783","1.4092"," 4.42","0","32.71"," 5.7006"
"1990-10-23"," 82.89","17.3716","2.5485","1.3930"," 4.47","0","32.71"," 5.7565"
"1990-10-24"," 83.17","17.4582","2.5574","1.3978"," 4.46","0","32.71"," 5.7280"
"1990-10-25"," 82.86","17.4024","2.5489","1.3932"," 4.47","0","32.71"," 5.7463"
"1990-10-26"," 82.01","17.2366","2.5246","1.3799"," 4.52","0","32.71"," 5.8016"
"1990-10-29"," 81.43","17.1656","2.5090","1.3714"," 4.55","0","32.71"," 5.8256"
"1990-10-30"," 82.45","17.4152","2.5410","1.3889"," 4.49","0","32.71"," 5.7421"
"1990-10-31"," 83.47","17.6213","2.5712","1.4054"," 4.44","0","32.71"," 5.6750"
"1990-11-01"," 84.68","17.9432","2.6116","1.4275"," 4.37","0","32.71"," 5.5731"
"1990-11-02"," 85.45","18.0643","2.6339","1.4396"," 4.33","0","32.71"," 5.5358"
"1990-11-05"," 85.45","18.0919","2.6343","1.4399"," 4.33","0","32.71"," 5.5273"
"1990-11-06"," 84.50","17.8563","2.6039","1.4233"," 4.38","0","32.71"," 5.6003"
"1990-11-07"," 82.90","17.4192","2.5505","1.3940"," 4.47","0","32.71"," 5.7408"
"1990-11-08"," 83.15","17.4940","2.5632","1.4010"," 4.45","0","32.71"," 5.7163"
"1990-11-09"," 84.22","17.7251","2.5980","1.4200"," 4.39","0","32.71"," 5.6417"
"1990-11-12"," 85.46","18.0302","2.6430","1.4446"," 4.31","0","32.71"," 5.5463"
"1990-11-13"," 83.74","17.6430","2.5900","1.4157"," 4.40","0","32.71"," 5.6680"
"1990-11-14"," 84.29","17.7817","2.6091","1.4261"," 4.37","0","32.71"," 5.6238"
"1990-11-15"," 83.21","17.5311","2.5716","1.4056"," 4.43","0","32.71"," 5.7042"
"1990-11-16"," 81.84","17.1409","2.5269","1.3812"," 4.51","0","32.71"," 5.8340"
"1990-11-19"," 82.00","17.1766","2.5307","1.3832"," 4.51","0","32.71"," 5.8219"
"1990-11-20"," 81.22","17.0496","2.5077","1.3707"," 4.55","0","32.71"," 5.8652"
"1990-11-21"," 81.88","17.1860","2.5286","1.3821"," 4.51","0","32.71"," 5.8187"
"1990-11-23"," 81.40","17.0870","2.5133","1.3737"," 4.54","0","32.71"," 5.8524"
"1990-11-26"," 81.25","17.0874","2.5105","1.3722"," 4.54","0","32.71"," 5.8523"
"1990-11-27"," 81.52","17.0890","2.5115","1.3727"," 4.54","0","32.71"," 5.8517"
"1990-11-28"," 81.53","17.0755","2.5096","1.3717"," 4.54","0","32.71"," 5.8563"
"1990-11-29"," 81.15","16.9632","2.4944","1.3634"," 4.57","0","32.71"," 5.8951"
"1990-11-30"," 82.53","17.2810","2.5404","1.3885"," 4.49","0","32.71"," 5.7867"
"1990-12-03"," 81.72","16.9937","2.5098","1.3718"," 4.54","0","32.71"," 5.8846"
"1990-12-04"," 82.16","17.0919","2.5213","1.3781"," 4.52","0","32.71"," 5.8507"
"1990-12-05"," 82.34","17.0714","2.5229","1.3790"," 4.52","0","32.71"," 5.8578"
"1990-12-06"," 82.16","17.0404","2.5172","1.3759"," 4.53","0","32.71"," 5.8684"
"1990-12-07"," 82.39","17.1035","2.5262","1.3808"," 4.51","0","32.71"," 5.8467"
"1990-12-10"," 82.94","17.2025","2.5480","1.3927"," 4.48","0","32.71"," 5.8131"
"1990-12-11"," 82.28","17.0390","2.5260","1.3807"," 4.51","0","32.71"," 5.8689"
"1990-12-12"," 83.68","17.3310","2.5699","1.4046"," 4.44","0","32.71"," 5.7700"
"1990-12-13"," 83.85","17.3854","2.5758","1.4079"," 4.43","0","32.71"," 5.7519"
"1990-12-14"," 83.22","17.2516","2.5520","1.3949"," 4.47","0","32.71"," 5.7966"
"1990-12-17"," 83.01","17.2131","2.5464","1.3918"," 4.48","0","32.71"," 5.8095"
"1990-12-18"," 84.21","17.4815","2.5858","1.4134"," 4.41","0","32.71"," 5.7203"
"1990-12-19"," 84.02","17.4418","2.5771","1.4086"," 4.43","0","32.71"," 5.7333"
"1990-12-20"," 83.21","17.1952","2.5464","1.3918"," 4.48","0","32.71"," 5.8156"
"1990-12-21"," 83.85","17.3741","2.5692","1.4043"," 4.44","0","32.71"," 5.7557"
"1990-12-24"," 82.80","17.1512","2.5330","1.3845"," 4.50","0","32.71"," 5.8305"
"1990-12-26"," 82.81","17.1618","2.5338","1.3850"," 4.50","0","32.71"," 5.8269"
"1990-12-27"," 82.10","17.0204","2.5113","1.3726"," 4.54","0","32.71"," 5.8753"
"1990-12-28"," 81.97","16.9559","2.5054","1.3694"," 4.55","0","32.71"," 5.8976"
"1990-12-31"," 82.24","17.5128","2.5008","1.2794"," 3.98","0","32.15"," 5.7101"
"1991-01-02"," 81.32","17.3063","2.4713","1.2644"," 4.03","0","32.15"," 5.7782"
"1991-01-03"," 80.48","17.1657","2.4512","1.2541"," 4.06","0","32.15"," 5.8256"
"1991-01-04"," 80.18","17.1160","2.4442","1.2504"," 4.07","0","32.15"," 5.8425"
"1991-01-07"," 78.47","16.7541","2.3925","1.2240"," 4.16","0","32.15"," 5.9687"
"1991-01-08"," 78.40","16.7464","2.3914","1.2234"," 4.16","0","32.15"," 5.9714"
"1991-01-09"," 77.49","16.5470","2.3629","1.2089"," 4.21","0","32.15"," 6.0434"
"1991-01-10"," 78.39","16.7410","2.3906","1.2230"," 4.16","0","32.15"," 5.9734"
"1991-01-11"," 78.63","16.7971","2.3986","1.2272"," 4.15","0","32.15"," 5.9534"
"1991-01-14"," 77.48","16.5483","2.3631","1.2090"," 4.21","0","32.15"," 6.0429"
"1991-01-15"," 77.47","16.5703","2.3662","1.2106"," 4.21","0","32.15"," 6.0349"
"1991-01-16"," 77.29","16.5834","2.3681","1.2115"," 4.20","0","32.15"," 6.0301"
"1991-01-17"," 81.02","17.3898","2.4833","1.2705"," 4.01","0","32.15"," 5.7505"
"1991-01-18"," 82.39","17.6573","2.5214","1.2900"," 3.95","0","32.15"," 5.6634"
"1991-01-21"," 82.28","17.5937","2.5124","1.2854"," 3.96","0","32.15"," 5.6838"
"1991-01-22"," 79.53","17.0164","2.4299","1.2432"," 4.10","0","32.15"," 5.8767"
"1991-01-23"," 77.42","16.6134","2.3724","1.2137"," 4.20","0","32.15"," 6.0192"
"1991-01-24"," 78.23","16.7706","2.3948","1.2252"," 4.16","0","32.15"," 5.9628"
"1991-01-25"," 79.08","16.9770","2.4243","1.2403"," 4.11","0","32.15"," 5.8903"
"1991-01-28"," 79.42","17.0493","2.4346","1.2456"," 4.09","0","32.15"," 5.8653"
"1991-01-29"," 79.48","17.0051","2.4283","1.2423"," 4.10","0","32.15"," 5.8806"
"1991-01-30"," 79.96","17.0857","2.4398","1.2482"," 4.08","0","32.15"," 5.8529"
"1991-01-31"," 81.24","17.3706","2.4805","1.2690"," 4.01","0","32.15"," 5.7568"
"1991-02-01"," 80.45","17.1646","2.4511","1.2540"," 4.06","0","32.15"," 5.8260"
"1991-02-04"," 81.20","17.3496","2.4775","1.2675"," 4.02","0","32.15"," 5.7638"
"1991-02-05"," 81.49","17.4331","2.4894","1.2736"," 4.00","0","32.15"," 5.7362"
"1991-02-06"," 83.21","17.7920","2.5407","1.2998"," 3.92","0","32.15"," 5.6205"
"1991-02-07"," 83.58","17.8796","2.5532","1.3062"," 3.90","0","32.15"," 5.5930"
"1991-02-08"," 84.22","18.0051","2.5711","1.3154"," 3.87","0","32.15"," 5.5540"
"1991-02-11"," 86.07","18.3998","2.6275","1.3442"," 3.79","0","32.15"," 5.4348"
"1991-02-12"," 84.91","18.1296","2.5889","1.3245"," 3.85","0","32.15"," 5.5158"
"1991-02-13"," 85.77","18.2965","2.6127","1.3367"," 3.81","0","32.15"," 5.4655"
"1991-02-14"," 84.77","18.0730","2.5808","1.3204"," 3.86","0","32.15"," 5.5331"
"1991-02-15"," 85.90","18.3228","2.6165","1.3386"," 3.81","0","32.15"," 5.4577"
"1991-02-19"," 85.53","18.2565","2.6070","1.3338"," 3.82","0","32.15"," 5.4775"
"1991-02-20"," 84.04","18.0055","2.5712","1.3154"," 3.87","0","32.15"," 5.5539"
"1991-02-21"," 83.60","17.8767","2.5528","1.3060"," 3.90","0","32.15"," 5.5939"
"1991-02-22"," 83.34","17.8333","2.5466","1.3029"," 3.91","0","32.15"," 5.6075"
"1991-02-25"," 83.40","17.8561","2.5498","1.3045"," 3.90","0","32.15"," 5.6003"
"1991-02-26"," 82.73","17.7464","2.5342","1.2965"," 3.93","0","32.15"," 5.6349"
"1991-02-27"," 83.58","17.8971","2.5557","1.3075"," 3.90","0","32.15"," 5.5875"
"1991-02-28"," 83.13","17.8049","2.5425","1.3008"," 3.92","0","32.15"," 5.6164"
"1991-03-01"," 83.63","17.9127","2.5579","1.3086"," 3.89","0","32.15"," 5.5826"
"1991-03-04"," 82.97","17.7595","2.5360","1.2975"," 3.93","0","32.15"," 5.6308"
"1991-03-05"," 83.94","17.9455","2.5626","1.3110"," 3.89","0","32.15"," 5.5724"
"1991-03-06"," 83.75","17.8929","2.5551","1.3072"," 3.90","0","32.15"," 5.5888"
"1991-03-07"," 83.21","17.8191","2.5445","1.3018"," 3.91","0","32.15"," 5.6120"
"1991-03-08"," 83.09","17.7706","2.5376","1.2983"," 3.92","0","32.15"," 5.6273"
"1991-03-11"," 83.41","17.8640","2.5510","1.3051"," 3.90","0","32.15"," 5.5979"
"1991-03-12"," 82.74","17.7442","2.5339","1.2963"," 3.93","0","32.15"," 5.6356"
"1991-03-13"," 83.66","17.9514","2.5634","1.3115"," 3.88","0","32.15"," 5.5706"
"1991-03-14"," 83.39","17.8968","2.5557","1.3075"," 3.90","0","32.15"," 5.5876"
